aggregate_profile_corr,cluster_counts,cluster_recovery_ari,cluster_recovery_nmi,component_corr_day_hour,component_corr_day_interaction,component_corr_global_day,component_corr_global_hour,component_corr_global_interaction,component_corr_hour_interaction,day_center_abs_mean,empirical_cluster_silhouette_in_component_space,hour_center_abs_mean,interaction_day_marginal_abs_mean,interaction_hour_marginal_abs_mean,n_clusters,n_series,n_valid_series,profile_corr_mean,profile_corr_median,seed,variant
0.5736420345122233,"[31, 9, 50, 10]",0.014662938159754826,0.12027545477278276,-0.0013002002257874441,0.8455235181319924,0.0031550172573846747,0.45752738753351,-0.0005955474105344825,0.1039345098965708,0.3340432643890381,-0.06205471938491981,0.0029177009128034115,0.08733581751585007,0.08733581006526947,4,100,100,0.4613112767919217,0.49039638884990766,17,output_decomp_no_center
0.23658954949791966,"[31, 9, 50, 10]",0.0033274507393524703,0.047184799346939005,3.256946123979798e-13,4.155219421813762e-09,-4.9696681010634504e-08,8.878433407646038e-07,-1.5265486097082965e-09,-2.9632958040976017e-08,5.784843271072759e-09,-0.04336226881771317,3.3676624155987156e-08,2.0938055733665806e-09,1.6022076027022436e-11,4,100,100,0.2267760066081992,0.23601979441514698,17,output_decomp_centered
